TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BTTL4;11.091,73;;10.368,59;6.343,50;1.062,25;18,69;6,52;3,50;5.567,43;5,88;1,07;1,22;363,21;16.921,20;-1.868,37;1,17;61,18;10,24;35,04;0,17;0,83;2,92;5,92;-24,36;;1,75;1,07;160,97;142.364.241,44
CALI3;98,18;;18,80;11,06;0,29;18,39;12,73;6,47;9,55;12,74;6,31;7,31;1,22;0,97;-0,58;2,56;58,84;1,56;8,37;0,03;0,97;0,24;-7,97;-33,18;;8,87;5,22;-0,17;24.582.197,20
CALI4;50,00;;9,58;5,63;0,15;18,39;12,73;6,47;4,86;12,74;6,31;7,31;0,62;0,49;-0,30;2,56;58,84;1,56;8,37;0,03;0,97;0,24;-7,97;-33,18;9.554,00;8,87;5,22;-0,09;24.582.197,20
CAMB3;4,40;;8,45;1,92;0,66;45,00;10,13;14,06;11,73;15,93;4,12;0,67;1,19;-37,55;-1,05;0,95;22,69;7,82;3,90;0,34;0,66;0,56;-11,36;;215.178,32;2,30;0,52;0,95;187.234.304,40
CAMB4;6,25;;12,00;2,72;0,94;45,00;10,13;14,06;16,66;15,93;4,12;0,67;1,69;-53,33;-1,49;0,95;22,69;7,82;3,90;0,34;0,66;0,56;-11,36;;;2,30;0,52;1,35;187.234.304,40
CAML3;10,20;5,86;8,51;1,68;0,79;23,45;8,68;6,27;6,15;7,97;1,83;0,50;0,53;2,60;-1,79;2,17;19,73;9,23;13,28;0,47;0,53;1,47;7,98;17,95;15.686.099,24;6,08;1,20;0,22;3.777.700.000,00
CARD3;19,90;1,58;17,92;2,87;1,55;29,72;15,51;10,24;11,83;12,33;0,70;0,17;1,83;38,29;-2,21;1,16;16,01;8,67;12,28;0,54;0,46;0,85;-0,29;19,73;4.188.066,00;6,99;1,12;0,24;823.878.000,00
CASH3;29,20;;188,78;10,37;9,82;22,71;22,71;15,66;130,11;118,98;-11,62;-0,93;29,55;11,05;-164,53;18,49;5,49;5,20;5,56;0,95;0,05;0,33;;;46.912.649,76;2,83;0,16;;3.719.658.860,00
CASN3;14,34;0,29;101,97;8,66;3,05;50,85;24,24;9,84;41,38;37,60;4,83;1,01;10,03;-155,57;-3,51;0,87;8,50;2,99;7,85;0,35;0,65;0,30;7,49;59,39;1.520,00;1,66;0,14;-16,99;9.083.999.874,51
CASN4;8,37;0,54;59,52;5,06;1,78;50,85;24,24;9,84;24,15;37,60;4,83;1,01;5,85;-90,80;-2,05;0,87;8,50;2,99;7,85;0,35;0,65;0,30;7,49;59,39;;1,66;0,14;-9,92;9.083.999.874,51
CATA3;103,61;;-2,13;0,12;0,06;17,94;-6,16;-5,09;-1,76;-4,90;-3,15;0,21;0,11;0,25;-0,12;2,22;-5,43;-3,00;-5,07;0,55;0,45;0,59;-4,76;;;897,16;-48,70;0,01;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;17,94;-6,16;-5,09;0,00;-4,90;-3,15;0,21;0,00;0,00;0,00;2,22;-5,43;-3,00;-5,07;0,55;0,45;0,59;-4,76;;;897,16;-48,70;0,00;14.940.354,78
CBEE3;15,51;2,57;52,83;0,72;0,22;12,79;5,04;0,79;8,24;20,72;12,48;1,09;0,42;10,34;-0,31;1,08;1,36;0,42;3,50;0,31;0,69;0,53;3,81;;11.108,30;21,55;0,29;-0,64;2.584.498.396,26
CCPR3;11,58;8,05;34,89;0,60;0,36;63,04;50,22;10,42;7,24;11,66;4,40;0,37;3,63;5,42;-0,40;2,57;1,72;1,03;4,79;0,60;0,40;0,10;4,82;19,63;4.152.364,20;19,26;0,33;0,64;1.773.728.450,90
CCRO3;13,07;3,70;137,68;3,31;0,79;34,64;20,58;1,93;12,93;19,77;6,73;1,73;2,66;52,20;-1,04;1,07;2,41;0,57;5,17;0,24;0,76;0,30;3,13;-35,76;160.287.913,00;3,93;0,09;-1,59;26.522.600.000,00
CCXC3;1,16;;0,33;-0,03;0,20;;;;-0,88;-0,87;0,01;;;-0,03;;0,13;-9,19;61,31;3,45;-6,67;7,68;0,00;;;;-38,15;3,51;0,00;1.973.425,64
CEAB3;12,05;;-22,16;1,39;0,50;46,42;-4,02;-4,07;-22,45;-20,60;1,81;-0,11;0,90;2,91;-0,97;1,56;-6,27;-2,28;-6,56;0,36;0,64;0,56;;;22.291.942,08;8,61;-0,54;0,00;3.680.446.111,92
CEBR3;185,00;0,90;6,16;2,96;0,70;48,92;51,47;169,54;20,31;20,81;-0,32;-0,05;10,45;5,63;-5,17;1,17;48,02;11,28;10,73;0,23;0,77;0,07;-36,10;56,67;508.818,48;62,49;30,01;0,02;2.775.079.997,70
CEBR5;199,00;1,97;6,63;3,18;0,75;48,92;51,47;169,54;21,84;20,81;-0,32;-0,05;11,24;6,06;-5,56;1,17;48,02;11,28;10,73;0,23;0,77;0,07;-36,10;56,67;189.289,69;62,49;30,01;0,03;2.775.079.997,70
CEBR6;199,94;0,92;6,66;3,20;0,75;48,92;51,47;169,54;21,95;20,81;-0,32;-0,05;11,30;6,09;-5,59;1,17;48,02;11,28;10,73;0,23;0,77;0,07;-36,10;56,67;190.138,33;62,49;30,01;0,03;2.775.079.997,70
CEDO3;10,42;;-2,51;0,70;0,15;16,76;0,18;-6,71;91,48;244,83;170,12;1,30;0,17;-8,47;-0,26;0,96;-27,87;-6,02;0,15;0,22;0,78;0,90;9,31;;22.177,52;14,89;-4,15;-0,02;85.096.612,80
CEDO4;5,81;;-1,45;0,40;0,09;16,76;0,18;-6,71;52,68;244,83;170,12;1,30;0,10;-4,88;-0,15;0,96;-27,87;-6,02;0,15;0,22;0,78;0,90;9,31;;47.206,56;14,89;-4,15;-0,01;85.096.612,80
CEEB3;38,45;2,53;8,27;1,65;0,48;22,62;16,05;10,80;5,56;10,97;4,05;1,20;0,89;15,06;-0,60;1,19;19,95;5,83;11,29;0,29;0,71;0,54;10,93;29,39;152.141,11;23,31;4,65;0,40;12.525.083.711,09
CEEB5;44,17;2,20;9,50;1,90;0,55;22,62;16,05;10,80;6,39;10,97;4,05;1,20;1,03;17,30;-0,69;1,19;19,95;5,83;11,29;0,29;0,71;0,54;10,93;29,39;7.117,00;23,31;4,65;0,46;12.525.083.711,09
CEEB6;60,68;1,76;13,05;2,60;0,76;22,62;16,05;10,80;8,78;10,97;4,05;1,20;1,41;23,77;-0,95;1,19;19,95;5,83;11,29;0,29;0,71;0,54;10,93;29,39;;23,31;4,65;0,63;12.525.083.711,09
CEED3;68,00;;-0,41;-0,11;0,16;-1,71;-19,46;-46,18;-0,96;-2,32;-1,36;;0,19;-0,62;-0,23;0,51;-28,26;-40,42;14,65;-1,43;2,43;0,88;-0,25;;51.901,00;-593,23;-167,64;-0,01;658.946.784,00
CEED4;72,00;;-0,43;-0,12;0,17;-1,71;-19,46;-46,18;-1,02;-2,32;-1,36;;0,20;-0,65;-0,24;0,51;-28,26;-40,42;14,65;-1,43;2,43;0,88;-0,25;;14.256,00;-593,23;-167,64;-0,01;658.946.784,00
CEGR3;60,00;0,16;44,25;13,05;4,57;32,84;19,21;11,05;25,46;26,88;1,42;0,73;4,89;-74,48;-6,00;0,80;29,48;10,32;18,65;0,35;0,65;0,93;-3,10;4,36;72.525,13;4,60;1,36;-7,92;15.578.263.920,00
CEPE3;127,13;1,59;43,71;5,57;0,83;15,77;7,78;3,16;17,76;25,06;8,86;2,78;1,38;85,45;-1,11;1,04;12,75;1,90;6,53;0,15;0,85;0,60;8,76;62,59;92.909,67;22,81;2,91;2,22;8.650.930.217,59
CEPE5;26,70;7,56;9,18;1,17;0,17;15,77;7,78;3,16;3,73;25,06;8,86;2,78;0,29;17,95;-0,23;1,04;12,75;1,90;6,53;0,15;0,85;0,60;8,76;62,59;23.756,36;22,81;2,91;0,47;8.650.930.217,59
CEPE6;45,00;4,93;15,47;1,97;0,29;15,77;7,78;3,16;6,29;25,06;8,86;2,78;0,49;30,25;-0,39;1,04;12,75;1,90;6,53;0,15;0,85;0,60;8,76;62,59;8.632,00;22,81;2,91;0,79;8.650.930.217,59
CESP3;29,91;8,68;5,67;1,36;0,67;37,95;42,39;90,17;12,05;12,32;1,37;0,15;5,11;143,50;-0,73;1,06;23,99;11,88;-7,30;0,50;0,50;0,13;-8,26;;519.618,96;22,00;5,28;0,12;8.901.523.652,24
CESP5;47,22;5,50;8,95;2,15;1,06;37,95;42,39;90,17;19,03;12,32;1,37;0,15;8,07;226,54;-1,15;1,06;23,99;11,88;-7,30;0,50;0,50;0,13;-8,26;;55.665,79;22,00;5,28;0,18;8.901.523.652,24
CESP6;25,71;10,10;4,87;1,17;0,58;37,95;42,39;90,17;10,36;12,32;1,37;0,15;4,39;123,35;-0,63;1,06;23,99;11,88;-7,30;0,50;0,50;0,13;-8,26;;77.306.645,92;22,00;5,28;0,10;8.901.523.652,24
CGAS3;150,00;5,66;17,28;33,69;1,87;33,80;24,09;13,83;9,92;12,63;2,71;9,21;2,39;32,29;-3,11;1,17;195,00;10,84;18,79;0,06;0,94;0,78;4,74;10,49;30.697,36;4,45;8,68;-1,09;19.878.088.050,00
CGAS5;153,49;6,09;17,68;34,47;1,92;33,80;24,09;13,83;10,15;12,63;2,71;9,21;2,45;33,04;-3,18;1,17;195,00;10,84;18,79;0,06;0,94;0,78;4,74;10,49;320.127,25;4,45;8,68;-1,12;19.878.088.050,00
CGRA3;31,50;4,04;8,94;1,00;0,71;53,59;16,87;15,78;8,36;6,03;-2,39;-0,29;1,41;2,44;-1,40;2,43;11,23;7,92;9,07;0,71;0,29;0,50;3,76;8,78;55.287,48;31,39;3,52;-0,20;639.438.004,90
CGRA4;31,21;4,02;8,99;1,01;0,71;53,59;16,87;15,78;8,41;6,03;-2,39;-0,29;1,42;2,45;-1,40;2,43;11,23;7,92;9,07;0,71;0,29;0,50;3,76;8,78;912.336,92;31,39;3,52;-0,20;639.438.004,90
CIEL3;3,68;1,67;-20,52;0,71;0,11;27,85;-1,29;-4,37;-69,39;-105,74;-35,98;0,37;0,90;1,16;-0,62;1,13;-3,47;-0,53;-2,02;0,15;0,85;0,12;0,11;;108.240.654,68;5,17;-0,18;0,16;10.079.383.876,31
CLSC3;57,50;4,13;4,28;1,12;0,21;13,59;7,69;5,86;3,25;4,59;1,17;0,40;0,25;5,12;-0,33;1,12;26,13;4,86;12,05;0,19;0,81;0,83;4,67;31,75;17.236,50;51,45;13,45;0,05;2.333.088.752,50
CLSC4;61,75;4,21;4,61;1,21;0,22;13,59;7,69;5,86;3,51;4,59;1,17;0,40;0,27;5,52;-0,36;1,12;26,13;4,86;12,05;0,19;0,81;0,83;4,67;31,75;381.793,88;51,45;13,45;0,06;2.333.088.752,50
CMIG3;15,27;4,02;8,10;1,33;0,43;21,34;18,66;11,35;4,93;6,46;2,12;0,57;0,92;4,02;-0,60;1,60;16,39;5,30;11,60;0,32;0,68;0,47;2,90;3,02;7.773.187,84;11,51;1,89;-0,96;20.436.301.956,38
CMIG4;12,45;4,93;6,60;1,08;0,35;21,34;18,66;11,35;4,02;6,46;2,12;0,57;0,75;3,28;-0,49;1,60;16,39;5,30;11,60;0,32;0,68;0,47;2,90;3,02;120.945.115,44;11,51;1,89;-0,78;20.436.301.956,38
CMIN3;9,32;;12,93;4,92;2,66;60,26;45,70;29,23;8,27;8,00;-0,26;-0,16;3,78;26,07;-4,00;1,43;38,02;20,54;38,09;0,54;0,46;0,70;;;47.575.726,84;1,90;0,72;1,29;52.054.501.544,78
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,14;0,14;-0,77;;0,00;0,00;21,06;-531,63;-512,78;-539,83;0,96;0,04;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,14;0,14;-0,77;;0,00;0,00;21,06;-531,63;-512,78;-539,83;0,96;0,04;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-20,97;-893,87;5,06;-52,25;-85,23;-108,51;-26,70;-30,07;-3,37;;22,76;-29,15;-5,60;0,35;-4.262,46;-24,15;-29,25;-0,01;1,01;0,22;-13,15;;;-0,03;-1,44;0,01;935.885.083,86
COCE3;51,24;4,14;15,04;1,23;0,43;12,67;6,70;4,52;10,14;13,39;5,67;0,69;0,68;-8,89;-0,57;0,84;8,21;2,83;5,07;0,34;0,66;0,63;7,29;-6,09;42.299,00;41,49;3,41;-0,44;3.034.024.821,42
COCE5;57,01;3,73;16,74;1,37;0,47;12,67;6,70;4,52;11,29;13,39;5,67;0,69;0,76;-9,89;-0,64;0,84;8,21;2,83;5,07;0,34;0,66;0,63;7,29;-6,09;980.510,20;41,49;3,41;-0,49;3.034.024.821,42
COCE6;19,17;11,08;5,63;0,46;0,16;12,67;6,70;4,52;3,79;13,39;5,67;0,69;0,25;-3,33;-0,22;0,84;8,21;2,83;5,07;0,34;0,66;0,63;7,29;-6,09;;41,49;3,41;-0,16;3.034.024.821,42
COGN3;4,05;;-1,31;0,53;0,25;63,05;-61,43;-110,19;-2,34;-4,24;-1,88;0,43;1,44;1,89;-0,35;1,76;-40,64;-18,86;-14,04;0,46;0,54;0,17;0,02;;214.072.809,64;7,61;-3,09;0,00;7.656.553.336,80
CORR3;2,71;;0,01;0,06;0,00;77,73;30,07;26,29;0,01;-2,46;-2,68;-14,13;0,00;0,00;-0,02;15,08;460,80;22,31;451,11;0,05;0,95;0,85;44,77;;;48,59;223,90;0,00;1.278.894,65
CORR4;82,00;;0,37;1,69;0,08;77,73;30,07;26,29;0,32;-2,46;-2,68;-14,13;0,10;0,11;-0,49;15,08;460,80;22,31;451,11;0,05;0,95;0,85;44,77;;;48,59;223,90;0,00;1.278.894,65
CPFE3;30,81;5,85;9,74;2,49;0,72;22,40;16,55;11,79;6,94;9,49;2,56;0,92;1,15;-59,75;-1,01;0,96;25,59;7,42;12,15;0,29;0,71;0,63;8,45;33,47;74.909.440,12;12,35;3,16;0,28;35.420.301.485,60
CPLE3;6,14;13,16;4,30;0,83;0,36;28,37;22,83;20,95;3,95;5,59;1,58;0,33;0,90;9,58;-0,48;1,18;19,28;8,35;9,83;0,43;0,57;0,40;4,51;25,31;14.859.540,20;7,40;1,43;0,04;17.053.388.899,50
CPLE5;134,06;0,84;93,97;18,12;7,84;28,37;22,83;20,95;86,25;5,59;1,58;0,33;19,69;209,27;-10,37;1,18;19,28;8,35;9,83;0,43;0,57;0,40;4,51;25,31;6.052,00;7,40;1,43;0,98;17.053.388.899,50
CPLE6;6,23;14,22;4,38;0,84;0,37;28,37;22,83;20,95;4,02;5,59;1,58;0,33;0,92;9,76;-0,48;1,18;19,28;8,35;9,83;0,43;0,57;0,40;4,51;25,31;100.845.329,48;7,40;1,43;0,05;17.053.388.899,50
CPRE3;18,23;;13,66;1,81;0,88;53,20;39,33;36,04;12,52;14,20;1,68;0,24;4,92;-5,47;-1,00;0,42;13,27;6,46;7,73;0,49;0,51;0,18;7,96;;5.456,00;10,05;1,33;0,02;10.824.655.047,92
CRDE3;21,90;;-3,43;0,49;0,44;-26,75;-721,03;-762,69;-3,63;-2,43;1,20;-0,16;26,18;3,07;-0,56;2,89;-14,41;-12,76;-15,48;0,89;0,11;0,02;-41,45;;21.495,20;44,27;-6,38;-0,05;53.045.150,70
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;23,15;1,07;17,21;2,70;0,89;19,55;6,33;3,75;10,20;10,32;0,02;0,01;0,65;66,32;-1,74;1,03;15,67;5,15;15,00;0,33;0,67;1,37;11,38;23,62;101.034.984,52;8,59;1,35;0,11;46.375.028.513,60
CRIV3;5,27;;9,97;0,54;0,06;68,16;12,20;8,81;7,20;7,84;;;0,88;0,66;-0,07;2,55;5,41;0,58;;0,11;0,89;0,07;-7,18;6,86;32.255,25;9,77;0,53;-0,41;590.692.122,95
CRIV4;6,36;6,83;12,03;0,65;0,07;68,16;12,20;8,81;8,69;7,84;;;1,06;0,80;-0,08;2,55;5,41;0,58;;0,11;0,89;0,07;-7,18;6,86;12.665,83;9,77;0,53;-0,49;590.692.122,95
CRPG3;60,00;1,47;9,44;2,39;1,64;36,04;18,15;25,21;13,11;9,82;-2,96;-0,54;2,38;2,58;-7,53;5,27;25,34;17,34;10,61;0,68;0,32;0,69;15,93;;18.462,00;25,08;6,36;0,14;1.697.557.413,81
CRPG5;58,28;1,53;9,08;2,30;1,57;36,04;18,15;25,21;12,61;9,82;-2,96;-0,54;2,29;2,48;-7,24;5,27;25,34;17,34;10,61;0,68;0,32;0,69;15,93;;1.032.430,72;25,08;6,36;0,13;1.697.557.413,81
CRPG6;58,99;1,50;9,28;2,35;1,61;36,04;18,15;25,21;12,89;9,82;-2,96;-0,54;2,34;2,54;-7,41;5,27;25,34;17,34;10,61;0,68;0,32;0,69;15,93;;59.651,78;25,08;6,36;0,14;1.697.557.413,81
CSAB3;49,08;;7,39;1,89;0,94;169,17;1.391,38;1.507,38;8,00;7,99;;;111,32;9,25;-1,15;2,24;25,66;12,70;;0,49;0,51;0,01;-41,88;2,02;7.379,50;25,90;6,65;0,04;376.396.800,00
CSAB4;48,94;;7,36;1,89;0,94;169,17;1.391,38;1.507,38;7,98;7,99;;;111,00;9,22;-1,15;2,24;25,66;12,70;;0,49;0,51;0,01;-41,88;2,02;92.941,57;25,90;6,65;0,04;376.396.800,00
CSAN3;91,55;1,64;50,35;3,73;1,20;27,34;17,98;6,31;17,66;22,47;4,48;0,95;3,18;8,54;-1,76;1,78;7,40;2,38;8,04;0,32;0,68;0,38;10,10;0,61;373.553.302,40;24,56;1,82;-0,78;43.679.908.247,59
CSED3;11,81;;-130,26;10,03;1,23;47,92;9,77;-1,93;25,77;32,25;6,59;2,56;2,52;-50,36;-1,41;0,83;-7,70;-0,95;9,18;0,12;0,88;0,49;;;11.333.368,60;1,18;-0,09;1,01;4.513.138.876,80
CSMG3;14,94;18,84;6,96;0,88;0,48;44,99;23,96;15,28;4,44;6,78;2,32;0,46;1,06;9,22;-0,58;1,44;12,65;6,94;9,69;0,55;0,45;0,45;6,86;;41.392.500,92;16,98;2,15;0,85;5.703.796.035,00
CSNA3;39,22;0,02;14,34;4,84;0,86;36,39;19,01;12,62;9,52;13,38;3,77;1,91;1,81;6,28;-1,37;1,59;33,72;6,02;10,94;0,18;0,82;0,48;14,52;;570.373.080,32;8,11;2,73;0,13;54.904.326.539,79
CSRN3;14,50;2,21;7,13;1,83;0,53;22,91;16,75;12,24;5,21;8,42;3,19;1,12;0,87;6,98;-0,68;1,52;25,73;7,41;13,09;0,29;0,71;0,61;9,71;12,94;39.265,50;7,91;2,03;0,28;2.446.655.358,25
CSRN5;15,06;2,34;7,40;1,90;0,55;22,91;16,75;12,24;5,41;8,42;3,19;1,12;0,91;7,25;-0,70;1,52;25,73;7,41;13,09;0,29;0,71;0,61;9,71;12,94;24.744,67;7,91;2,03;0,29;2.446.655.358,25
CSRN6;14,75;2,39;7,25;1,87;0,54;22,91;16,75;12,24;5,30;8,42;3,19;1,12;0,89;7,10;-0,69;1,52;25,73;7,41;13,09;0,29;0,71;0,61;9,71;12,94;25.909,67;7,91;2,03;0,29;2.446.655.358,25
CTCA3;0,00;;0,00;0,00;0,00;65,58;28,66;19,87;0,00;-1,35;-1,35;-0,20;0,00;0,00;0,00;2,86;10,41;7,84;7,86;0,75;0,25;0,39;26,66;30,12;;1,86;0,19;0,00;0,00
CTKA3;26,50;;2,04;-0,86;0,32;40,29;22,07;21,18;1,96;7,50;5,81;;0,43;1,26;-0,80;1,75;-42,05;15,83;17,69;-0,38;1,38;0,75;7,67;;10.518,88;-30,85;12,97;0,00;141.719.225,57
CTKA4;20,10;;1,55;-0,65;0,25;40,29;22,07;21,18;1,49;7,50;5,81;;0,33;0,96;-0,61;1,75;-42,05;15,83;17,69;-0,38;1,38;0,75;7,67;;42.607,83;-30,85;12,97;0,00;141.719.225,57
CTNM3;12,30;;-1,80;0,25;0,09;29,33;2,13;-10,60;8,97;38,05;31,93;0,90;0,19;2,15;-0,15;1,12;-14,06;-4,92;-1,25;0,35;0,65;0,46;-5,17;;8.897,06;48,66;-6,84;-0,01;257.202.300,96
CTNM4;5,28;;-0,77;0,11;0,04;29,33;2,13;-10,60;3,85;38,05;31,93;0,90;0,08;0,92;-0,06;1,12;-14,06;-4,92;-1,25;0,35;0,65;0,46;-5,17;;87.557,40;48,66;-6,84;0,00;257.202.300,96
CTSA3;2,56;1,19;-75,88;1,01;0,44;15,55;2,86;-0,79;21,05;39,87;18,49;0,88;0,60;82,06;-0,74;1,01;-1,33;-0,58;1,39;0,44;0,56;0,73;6,86;;170.413,48;2,55;-0,03;0,56;289.377.738,00
CTSA4;1,88;1,61;-56,02;0,74;0,32;15,55;2,86;-0,79;15,54;39,87;18,49;0,88;0,44;60,59;-0,55;1,01;-1,33;-0,58;1,39;0,44;0,56;0,73;6,86;;64.536,76;2,55;-0,03;0,41;289.377.738,00
CTSA8;0,00;;0,00;0,00;0,00;15,55;2,86;-0,79;0,00;39,87;18,49;0,88;0,00;0,00;0,00;1,01;-1,33;-0,58;1,39;0,44;0,56;0,73;6,86;;;2,55;-0,03;0,00;289.377.738,00
CURY3;9,64;;17.460,38;4.370,95;1.707,19;37,42;19,66;14,05;12.478,06;12.542,23;-0,69;-0,24;2.452,94;3.741,41;-9.609,27;2,25;25,03;9,78;21,63;0,39;0,61;0,70;;;9.085.295,92;0,00;0,00;-174,75;2.822.432.100,96
CVCB3;20,15;;-3,38;70,06;0,79;82,80;-224,58;-191,51;-2,88;-3,28;-0,40;9,72;6,47;-43,36;-2,05;0,97;-2.075,39;-23,48;-109,51;0,01;0,99;0,12;-6,66;;129.677.798,36;0,29;-5,95;0,00;4.047.686.430,96
CYRE3;25,04;7,31;5,65;1,71;0,87;32,70;57,66;46,04;4,51;4,92;0,39;0,15;2,60;2,51;-1,85;2,88;30,37;15,40;20,53;0,51;0,49;0,33;-2,51;25,27;179.526.428,64;14,50;4,40;0,02;9.985.575.119,02
DASA3;149,90;0,19;-477,94;20,38;5,40;24,94;2,37;-2,14;432,75;455,71;22,96;1,08;10,24;60,17;-7,89;1,40;-4,26;-1,13;1,07;0,27;0,73;0,53;20,30;;152.664,72;7,36;-0,31;2,16;72.073.982.324,20
DIRR3;12,53;6,47;16,97;1,43;0,38;34,82;14,75;7,53;8,67;9,37;0,65;0,11;1,28;0,92;-0,79;4,66;8,44;2,22;7,89;0,26;0,74;0,29;-0,89;-0,79;14.611.524,44;8,74;0,74;1,35;1.931.290.249,91
DMMO3;0,99;;-0,93;-0,40;1,05;-10,45;-53,90;-98,60;-1,70;-1,24;0,50;;0,91;-1,32;-1,89;0,36;-43,56;-113,37;23,96;-2,60;3,60;1,15;-10,63;;11.991.137,08;-2,45;-1,07;-0,01;311.028.140,54
DMVF3;9,17;;3.772,59;0,56;0,32;32,35;0,66;0,01;69,81;58,44;-11,29;-0,09;0,46;2,81;-0,48;1,52;0,01;0,01;-1,16;0,57;0,43;0,69;;;3.069.468,32;16,52;0,00;-2,16;463.522.032,72
DOHL3;27,70;1,49;24,94;3,20;2,41;29,08;13,26;16,10;30,27;22,79;-0,78;-0,08;4,02;5,54;-5,22;5,24;12,82;9,67;6,74;0,75;0,25;0,60;5,55;24,38;9.593,56;8,67;1,11;0,15;1.630.952.587,05
DOHL4;5,77;7,87;5,20;0,67;0,50;29,08;13,26;16,10;6,31;22,79;-0,78;-0,08;0,84;1,15;-1,09;5,24;12,82;9,67;6,74;0,75;0,25;0,60;5,55;24,38;38.047,28;8,67;1,11;0,03;1.630.952.587,05
DTCY3;10,10;;482,51;22,26;4,39;30,06;7,36;1,41;92,15;111,00;-0,55;-0,13;6,78;-21,87;-6,00;0,57;4,61;0,91;15,37;0,20;0,80;0,65;4,04;;37.220,78;0,45;0,02;-4,72;136.083.810,60
DTCY4;62,60;;2.990,60;137,98;27,20;30,06;7,36;1,41;571,15;111,00;-0,55;-0,13;42,03;-135,57;-37,17;0,57;4,61;0,91;15,37;0,20;0,80;0,65;4,04;;;0,45;0,02;-29,28;136.083.810,60
DTEX3;19,36;3,87;29,51;2,58;1,16;31,50;11,43;7,72;19,93;22,28;2,20;0,28;2,28;7,41;-1,84;1,75;8,75;3,95;7,04;0,45;0,55;0,51;8,21;18,81;47.112.077,88;7,50;0,66;2,48;13.489.797.769,50
EALT3;16,24;0,34;14,48;1,99;0,88;25,31;12,72;10,03;11,41;9,09;2,15;0,37;1,45;12,88;-1,45;1,21;13,75;6,05;9,67;0,44;0,56;0,60;11,42;190,50;51.756,17;8,16;1,12;0,29;222.345.000,00
EALT4;5,05;1,19;4,50;0,62;0,27;25,31;12,72;10,03;3,55;9,09;2,15;0,37;0,45;4,00;-0,45;1,21;13,75;6,05;9,67;0,44;0,56;0,60;11,42;190,50;139.464,60;8,16;1,12;0,09;222.345.000,00
ECOR3;11,80;;-15,51;117,05;0,59;41,08;21,64;-10,60;7,60;15,79;8,13;125,34;1,64;-8,56;-0,70;0,69;-754,68;-3,82;4,31;0,01;0,99;0,36;7,89;;46.780.186,44;0,10;-0,76;-0,12;6.631.758.079,60
ECPR3;77,00;;-2,64;0,93;0,52;;;;-3,16;-3,11;0,01;0,00;;349,18;-0,52;1,42;-35,04;-19,57;-29,55;0,56;0,44;0,00;;;7.733,00;83,14;-29,13;-0,01;144.522.337,24
ECPR4;74,96;;-2,57;0,90;0,50;;;;-3,07;-3,11;0,01;0,00;;339,93;-0,51;1,42;-35,04;-19,57;-29,55;0,56;0,44;0,00;;;10.030,67;83,14;-29,13;-0,01;144.522.337,24
EEEL3;547,50;3,61;13,80;1,97;0,93;59,99;46,83;26,56;7,82;7,97;0,13;0,03;3,66;5,56;-1,28;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;110.251,00;278,37;39,68;1,48;5.297.585.775,00
EEEL4;600,00;3,62;15,12;2,16;1,02;59,99;46,83;26,56;8,57;7,97;0,13;0,03;4,02;6,10;-1,40;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;60.000,00;278,37;39,68;1,62;5.297.585.775,00
EGIE3;41,59;4,15;12,13;4,38;0,96;44,57;45,43;22,82;6,09;8,31;2,19;1,58;2,77;14,43;-1,24;1,44;36,13;7,95;19,10;0,22;0,78;0,35;13,49;13,25;78.742.827,32;9,49;3,43;0,58;34.048.664.590,20
EKTR3;38,98;1,63;12,76;2,53;0,81;19,42;13,90;8,66;7,95;10,01;3,24;1,03;1,11;74,05;-1,23;1,03;19,85;6,38;10,24;0,32;0,68;0,74;4,01;9,79;19.490,00;15,39;3,06;0,65;6.434.112.492,56
EKTR4;28,00;2,50;9,16;1,82;0,58;19,42;13,90;8,66;5,71;10,01;3,24;1,03;0,79;53,19;-0,89;1,03;19,85;6,38;10,24;0,32;0,68;0,74;4,01;9,79;29.321,59;15,39;3,06;0,47;6.434.112.492,56
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;11.501,50;7,19;0,78;-0,35;905.051.916,30
